category_id	mpn                              	name                                                                  	available	price	
          2	HP E24 G4                        	HP E24 G4/24"/A/Black                                                 	        1	 52.0	
          2	HP E24 G4                        	HP E24 G4/24"/A-/Black                                                	        1	 50.0	
          2	HP E240                          	HP E240/24"/A-/Silver/Black                                           	        3	 34.0	
          2	HP E240                          	HP E240/24"/A-/Black                                                  	        1	 34.0	
          2	HP E240                          	HP E240/24"/A/Silver/Black                                            	        2	 36.0	
          2	HP E240                          	HP E240/24"/None/Silver/Black                                         	        1	 36.0	
          2	HP E242                          	HP E242/24"/A-/Silver/Black                                           	        2	 36.0	
          2	HP E242                          	HP E242/24"/B/Black                                                   	        2	 30.4	
          2	HP E242                          	HP E242/24"/B/Silver/Black                                            	        2	 30.4	
          2	HP E243                          	HP E243/24"/A/Silver                                                  	        1	 42.0	
          2	HP E243                          	HP E243/24"/A-/Black                                                  	        1	 40.0	
          2	HP E243                          	HP E243/24"/B/Black                                                   	        2	 33.6	
          2	HP E243D                         	HP E243D/24"/B/Black                                                  	        1	 44.8	
          2	HP E243i                         	HP E243i/24"/A-/Silver/Black                                          	        1	 40.0	
          2	HP E243i                         	HP E243i/24"/B/Black                                                  	        1	 33.6	
          2	HP L2045W                        	HP L2045W/20"/A-/Black                                                	        1	 14.0	
          2	HP L2245wg                       	HP L2245wg/22"/C/Black                                                	        1	 10.0	
          2	HP L2445W                        	HP L2445W/24"/A-/Black                                                	        2	 28.0	
          2	HP L2445W                        	HP L2445W/24"/B/Black                                                 	        1	 24.0	
          2	HP L2445w                        	HP L2445w/24"/B/Black                                                 	        1	 24.0	
          2	HP LA2006x                       	HP LA2006x/20"/A/Black                                                	        1	 20.0	
          2	HP LA2205wg                      	HP LA2205wg/22"/A-/Silver/Black                                       	        5	 22.0	
          2	HP LA2205wg                      	HP LA2205wg/22"/B/Silver/Black                                        	        1	 19.2	
          2	HP LA2205wg                      	HP LA2205wg/22"/B/Black                                               	        1	 19.2	
          2	HP LA2306x                       	HP LA2306x/23"/B/Black                                                	        2	 20.8	
          2	HP LA2306x                       	HP LA2306x/23"/C/Black                                                	        1	 13.0	
          2	HP LA2306x                       	HP LA2306x/23"/None/Black                                             	       17	 26.0	
          2	HP LA2405wg                      	HP LA2405wg/24"/A-/Black                                              	        1	 35.0	
          2	HP LA2405wg                      	HP LA2405wg/24"/A-/Silver/Black                                       	        1	 35.0	
          2	HP LA2405wg                      	HP LA2405wg/24"/A/Black                                               	        1	 37.0	
          2	HP LA2405wg                      	HP LA2405wg/24"/A/Silver/Black                                        	        1	 37.0	
          2	HP LA2405wg                      	HP LA2405wg/24"/B/Black                                               	        1	 29.6	
          2	HP LA2405wg                      	HP LA2405wg/24"/B-/Black                                              	        1	 25.9	
          2	HP LA2405X                       	HP LA2405X/24"/B/Black                                                	        1	 29.6	
          2	HP LA2405x                       	HP LA2405x/24"/B/Black                                                	        1	 29.6	
          2	HP LA2405X                       	HP LA2405X/24"/B/Silver/Black                                         	        1	 29.6	
          2	HP LE2202X                       	HP LE2202X/21.5"/A-/Black                                             	        2	 23.0	
          2	HP LP2065                        	HP LP2065/20"/B/Black                                                 	        1	 12.8	
          2	HP LP2065                        	HP LP2065/20"/B/Silver/Black                                          	        4	 12.8	
          2	HP LP2275w                       	HP LP2275w/22"/A-/Silver/Black                                        	        8	 18.0	
          2	HP LP2275w                       	HP LP2275w/22"/A/Silver/Black                                         	       12	 20.0	
          2	HP LP2275w                       	HP LP2275w/22"/None/Silver/Black                                      	        2	 20.0	
          2	HP LP2445w                       	HP LP2445w/24"/B/Black                                                	        1	 25.6	
          2	HP LP2465                        	HP LP2465/24"/A-/Silver                                               	        1	 34.0	
          2	HP LP2465                        	HP LP2465/24"/A-/Black                                                	        1	 34.0	
          2	HP LP2475w                       	HP LP2475w/24"/A/Black                                                	        7	 37.0	
          2	HP LP2475w                       	HP LP2475w/24"/B/Black                                                	        1	 29.6	
          2	HP LP2475w                       	HP LP2475w/24"/B-/Black                                               	        1	 25.9	
          2	HP P201                          	HP P201/20"/A/Black                                                   	        1	 20.0	
          2	HP P221                          	HP P221/21.5"/B/Black                                                 	        1	 20.0	
          2	HP Pavilion 32 V1M69AA           	HP Pavilion 32 V1M69AA/32"/A/Black                                    	        1	 98.0	
          2	HP S231d                         	HP S231d/23"/A/Black                                                  	        1	 26.0	
          2	HP S231d                         	HP S231d/23"/A-/Black                                                 	        2	 24.0	
          2	HP S231d                         	HP S231d/23"/B/Black                                                  	        2	 20.8	
          2	HP S231d                         	HP S231d/23"/None/Black                                               	        3	 26.0	
          2	HP Z22i                          	HP Z22i/21.5"/A-/Black                                                	        1	 24.0	
          2	HP Z22i                          	HP Z22i/21.5"/A/Black                                                 	        1	 26.0	
          2	HP Z22n G2                       	HP Z22n G2/21.5"/A/Black                                              	       16	 32.0	
          2	HP Z22n G2                       	HP Z22n G2/21.5"/A-/Black                                             	        7	 30.0	
          2	HP Z22n G2                       	HP Z22n G2/21.5"/B/Black                                              	        2	 25.6	
          2	HP Z23i                          	HP Z23i/23"/A-/Black                                                  	       33	 27.9	
          2	HP Z23i                          	HP Z23i/23"/B/Black                                                   	        4	 24.0	
          2	HP Z23i                          	HP Z23i/23"/C/Black                                                   	        1	 15.0	
          2	HP Z23N                          	HP Z23N/23"/B/Black                                                   	        5	 24.0	
          2	HP Z23N                          	HP Z23N/23"/B-/Black                                                  	        1	 21.0	
          2	HP Z24i                          	HP Z24i/24"/B/Black                                                   	        1	 28.8	
          2	HP Z24n G2                       	HP Z24n G2/22"/B-/Black                                               	        1	 30.8	
          2	HP Z27i                          	HP Z27i/27"/A/Black                                                   	        1	 62.0	
          2	HP Z27i                          	HP Z27i/27"/A-/Black                                                  	        2	 60.0	
          2	HP Z27i                          	HP Z27i/27"/B/Black                                                   	        4	 49.6	
          2	HP ZR2240W                       	HP ZR2240W/21.5"/A/Black                                              	        1	 24.0	
          2	HP ZR22W                         	HP ZR22W/21.5"/A/Black                                                	       14	 24.0	
          2	HP ZR22W                         	HP ZR22W/21.5"/A-/Black                                               	        3	 22.0	
          2	HP ZR22W                         	HP ZR22W/21.5"/B/Black                                                	        1	 19.2	
          2	HP ZR2330w                       	HP ZR2330w/23"/A-/Black                                               	        1	 27.0	
          2	HP ZR2330w                       	HP ZR2330w/23"/A/Black                                                	        5	 29.0	
          2	HP ZR2330w                       	HP ZR2330w/23"/B/Black                                                	        3	 23.2	
          2	HP ZR2440w                       	HP ZR2440w/24"/A/Black                                                	       23	 35.0	
          2	HP ZR2440w                       	HP ZR2440w/24"/A-/Black                                               	       16	 33.0	
          2	HP ZR2440w                       	HP ZR2440w/24"/B/Black                                                	       13	 28.0	
          2	HP ZR2440W                       	HP ZR2440W/24"/B/Black                                                	        1	 28.0	
          2	HP ZR2440w                       	HP ZR2440w/24"/None/Black                                             	        5	 35.0	
          2	HP ZR24w                         	HP ZR24w/24"/A/Black                                                  	        8	 35.0	
          2	HP ZR24w                         	HP ZR24w/24"/A-/Black                                                 	        5	 33.0	
          2	HP ZR24w                         	HP ZR24w/24"/B/Black                                                  	        1	 28.0	
          2	IBM L200p                        	IBM L200p/20"/A/Black                                                 	        1	 14.0	
          2	IBM L200p                        	IBM L200p/20"/B/Black                                                 	        3	 11.2	
          2	IBM L201p                        	IBM L201p/20"/A-/Black                                                	        1	 12.0	
          2	IBM L201p                        	IBM L201p/20"/B/Black                                                 	        1	 11.2	
          2	IBM L201P                        	IBM L201P/20"/B/Black                                                 	        1	 11.2	
          2	IBM L201P                        	IBM L201P/20"/C/Black                                                 	        1	  7.0	
          2	Iiyama B2483HS                   	Iiyama B2483HS/24"/A-/Black                                           	        1	 34.0	
          2	IIyama E2001WSV                  	IIyama E2001WSV/20"/A/Black                                           	        1	 18.0	
          2	Iiyama E2008HDS                  	Iiyama E2008HDS/20"/A-/Black                                          	        1	 16.0	
          2	Iiyama E2475HDS                  	Iiyama E2475HDS/24"/B/Black                                           	        1	 28.8	
          2	Iiyama E2482HSD                  	Iiyama E2482HSD/24"/B-/Black                                          	        1	 25.2	
          2	Iiyama T2250MTS                  	Iiyama T2250MTS/21.5"/A-/Black                                        	        1	 22.0	
          2	Iiyama XB2483HSU                 	Iiyama XB2483HSU/24"/A-/Black                                         	        1	 38.0	
          2	Iiyama XUB2492HSN                	Iiyama XUB2492HSN/24"/A-/Black                                        	        1	 38.0	
          2	Lenovo L201p                     	Lenovo L201p/20"/B/Black                                              	        6	 12.8	
          2	Lenovo L220x                     	Lenovo L220x/22"/A/Black                                              	        3	 22.0	
          2	Lenovo L220x                     	Lenovo L220x/22"/B/Black                                              	        3	 17.6	
          2	Lenovo L220x                     	Lenovo L220x/22"/C/Black                                              	        1	 11.0	
          2	Lenovo L2250P                    	Lenovo L2250P/22"/B/Black                                             	        4	 22.4	
          2	Lenovo L2440p                    	Lenovo L2440p/24"/A/Black                                             	        1	 36.0	
          2	Lenovo L2440p                    	Lenovo L2440p/24"/B/Black                                             	        1	 28.8	
          2	Lenovo L2440PWC                  	Lenovo L2440PWC/24"/B/Black                                           	        3	 28.8	
          2	Lenovo L2440PWC                  	Lenovo L2440PWC/24"/C/Black                                           	        1	 18.0	
          2	Lenovo L2440PWC                  	Lenovo L2440PWC/24"/None/Black                                        	        1	 36.0	
          2	Lenovo LT2252P                   	Lenovo LT2252P/22"/B/Black                                            	        1	 18.4	
          2	Lenovo LT2252PwD                 	Lenovo LT2252PwD/22"/A/Black                                          	        1	 23.0	
          2	Lenovo LT2252PwD                 	Lenovo LT2252PwD/22"/A-/Black                                         	        6	 21.0	
          2	Lenovo LT2252PwD                 	Lenovo LT2252PwD/22"/B/Black                                          	        6	 18.4	
          2	Lenovo LT2252PwD                 	Lenovo LT2252PwD/22"/B-/Black                                         	        1	 16.1	
          2	Lenovo LT2323pwa                 	Lenovo LT2323pwa/23"/C/Black                                          	        1	 13.5	
          2	Lenovo LT2452p                   	Lenovo LT2452p/24"/A-/Black                                           	        1	 30.0	
          2	Lenovo P24H-10                   	Lenovo P24H-10/24"/A-/Black                                           	        1	 50.0	
          2	Lenovo T2254PC                   	Lenovo T2254PC/22"/A/Black                                            	        5	 25.0	
          2	Lenovo T2254PC                   	Lenovo T2254PC/22"/A-/Black                                           	        4	 23.0	
          2	Lenovo T2254pC                   	Lenovo T2254pC/22"/B/Black                                            	        1	 20.0	
          2	Lenovo T2324pA                   	Lenovo T2324pA/23"/A/Black                                            	       16	 30.0	
          2	Lenovo T2324pA                   	Lenovo T2324pA/23"/A-/Black                                           	       17	 28.0	
          2	Lenovo T2324pA                   	Lenovo T2324pA/23"/B/Black                                            	        6	 24.0	
          2	Lenovo T2324pA                   	Lenovo T2324pA/23"/None/Black                                         	        2	 30.0	
          2	Lenovo T23i-10                   	Lenovo T23i-10/23"/A/Black                                            	       27	 35.0	
          2	Lenovo T23i-10                   	Lenovo T23i-10/23"/A-/Black                                           	       10	 33.0	
          2	Lenovo T23i-10                   	Lenovo T23i-10/23"/B/Black                                            	        7	 28.0	
          2	Lenovo T23i-10                   	Lenovo T23i-10/23"/C/Black                                            	        1	 17.5	
          2	Lenovo T23i-10                   	Lenovo T23i-10/23"/None/Black                                         	        4	 35.0	
          2	Lenovo T23i-20                   	Lenovo T23i-20/23"/A-/Black                                           	        8	 38.0	
          2	Lenovo T23i-20                   	Lenovo T23i-20/23"/B/Black                                            	        6	 32.0	
          2	Lenovo T23i-20                   	Lenovo T23i-20/23"/A/Black                                            	       32	 40.0	
          2	Lenovo T2424pA                   	Lenovo T2424pA/24"/A/Black                                            	        1	 34.0	
          2	Lenovo T2454p                    	Lenovo T2454p/24"/A/Black                                             	       24	 36.0	
          2	Lenovo T2454p                    	Lenovo T2454p/24"/A-/Black                                            	       13	 34.0	
          2	Lenovo T2454p                    	Lenovo T2454p/24"/B/Black                                             	        2	 28.8	
          2	Lenovo T2454p                    	Lenovo T2454p/24"/None/Black                                          	        1	 36.0	
          2	Lenovo T24i-10                   	Lenovo T24i-10/24"/A-/Black                                           	        1	 42.0	
          2	Lenovo T27h-20                   	Lenovo T27h-20/27"/B/Black                                            	        2	 70.4	
          2	Lenovo T27h-20                   	Lenovo T27h-20/27"/A-/Black                                           	        1	 86.0	
          2	LG 22EA53VQ-P                    	LG 22EA53VQ-P/21.5"/A-/Black                                          	        1	 22.0	
          2	LG 22MP47D                       	LG 22MP47D/21.5"/B/Black                                              	        1	 19.2	
          2	LG 23MB35PM                      	LG 23MB35PM/23"/B/Black                                               	        1	 24.0	
          2	LG 27MD5KA                       	LG 27MD5KA/27"/A-/Black                                               	        1	146.0	
          2	LG 27MD5KA                       	LG 27MD5KA/27"/None/Black                                             	        3	148.0	
          2	LG 29UC97                        	LG 29UC97/29"/A/Silver                                                	        1	115.0	
          2	LG E2240T-PN                     	LG E2240T-PN/None/A/Black                                             	        1	 24.0	
          2	LG E2242T-BN                     	LG E2242T-BN/21.5"/B/Black                                            	        1	 19.2	
          2	LG IPS231P-BN                    	LG IPS231P-BN/23"/A-/Black                                            	        1	 28.0	
          2	LG W2242TE                       	LG W2242TE/22"/A/Silver/Black                                         	        1	 24.0	
          2	LG W2261VP-PF                    	LG W2261VP-PF/21.5"/B/Black                                           	        9	 17.6	
          2	LG W2261VP-PF                    	LG W2261VP-PF/21.5"/A-/Black                                          	        1	 20.0	
          2	NEC 2170NX                       	NEC 2170NX/21.3"/A-/White                                             	        4	 17.0	
          2	NEC 2170NX                       	NEC 2170NX/21.3"/B/Black                                              	        1	 15.2	
          2	NEC 2190UX                       	NEC 2190UX/21.3"/B/Black                                              	        1	 16.8	
          2	NEC AS221WM                      	NEC AS221WM/22"/A/Black                                               	        2	 24.0	
          2	NEC AS221WM                      	NEC AS221WM/22"/A-/Black                                              	        3	 22.0	
          2	NEC E231W                        	NEC E231W/23"/B/Black                                                 	        1	 20.8	
          2	NEC E231W                        	NEC E231W/23"/A/Black                                                 	        1	 26.0	
          2	NEC EA221WM                      	NEC EA221WM/22"/A/Black                                               	        2	 26.0	
          2	NEC EA221WM                      	NEC EA221WM/22"/A-/Black                                              	        1	 24.0	
          2	NEC EA221WM                      	NEC EA221WM/22"/B/White                                               	        2	 20.8	
          2	NEC EA221WM                      	NEC EA221WM/22"/B/Black                                               	        1	 20.8	
          2	NEC EA221WMe                     	NEC EA221WMe/22"/A/Black                                              	        7	 26.0	
          2	NEC EA261WM                      	NEC EA261WM/26"/A-/Black                                              	        2	 53.0	
          2	NEC LCD225WXM                    	NEC LCD225WXM/22"/A-/Black                                            	        1	 22.0	
          2	NEC LCD2470WVX                   	NEC LCD2470WVX/24"/A-/Black                                           	        1	 28.0	
          2	Philips 220CW                    	Philips 220CW/22"/A-/Black                                            	        1	 22.0	
          2	Philips 241P3L                   	Philips 241P3L/24"/B/Black                                            	        1	 30.4	
          2	Philips 246V5L                   	Philips 246V5L/23"/A-/Black                                           	        1	 38.0	
          2	Philips 246V5L                   	Philips 246V5L/23"/A/Black                                            	        2	 40.0	
          2	Philips 246V5LHAB                	Philips 246V5LHAB/24"/A-/Black                                        	        1	 38.0	
          2	Philips 246V5LHAB/00             	Philips 246V5LHAB/00/24"/A-/Black                                     	        1	 38.0	
          2	Philips 246V5LHAB/00             	Philips 246V5LHAB/00/24"/B/Black                                      	        1	 32.0	
          2	Philips 246V5LHAB/00             	Philips 246V5LHAB/00/24"/A/Black                                      	        1	 40.0	
          2	Samsung 2443BW                   	Samsung 2443BW/24"/A-/Black                                           	        1	 34.0	
          2	Samsung 2443BW                   	Samsung 2443BW/24"/B/Black                                            	        2	 28.8	
          2	Samsung 2443FW                   	Samsung 2443FW/24"/A-/Silver/Black                                    	        1	 34.0	
          2	Samsung 245B                     	Samsung 245B/24"/A-/Black                                             	        1	 31.0	
          2	Samsung 710N                     	Samsung 710N/17"/A-/White                                             	        1	 10.0	
          2	Samsung B2240W                   	Samsung B2240W/22"/B/Black                                            	        1	 19.2	
          2	Samsung B2240W                   	Samsung B2240W/22"/C/Black                                            	        1	 12.0	
          2	Samsung BX2240W                  	Samsung BX2240W/22"/A-/Black                                          	       13	 22.0	
          2	Samsung BX2240W                  	Samsung BX2240W/22"/B/Black                                           	        9	 19.2	
          2	Samsung BX2240W                  	Samsung BX2240W/22"/A/Black                                           	        7	 24.0	
          2	Samsung BX2340                   	Samsung BX2340/23"/B/Black                                            	        9	 22.4	
          2	Samsung BX2440                   	Samsung BX2440/24"/A-/Black                                           	        3	 30.0	
          2	Samsung BX2440                   	Samsung BX2440/24"/B/Black                                            	       12	 25.6	
          2	Samsung BX2440                   	Samsung BX2440/24"/A/Black                                            	        1	 32.0	
          2	Samsung C27A750                  	Samsung C27A750/27"/B/Black                                           	        2	 59.2	
          2	Samsung S22A450BW                	Samsung S22A450BW/22"/A/Black                                         	        1	 24.0	
          2	Samsung S22A650                  	Samsung S22A650/21.5"/A/Black                                         	        1	 26.0	
          2	Samsung S22C200                  	Samsung S22C200/21.5"/A/Black                                         	        1	 24.0	
          2	Samsung S22C450                  	Samsung S22C450/22"/A-/Black                                          	        8	 22.0	
          2	Samsung S22C450                  	Samsung S22C450/22"/B/Black                                           	        3	 19.2	
          2	Samsung S22C450                  	Samsung S22C450/22"/A/Black                                           	        1	 24.0	
          2	Samsung S22E450                  	Samsung S22E450/22"/A/Black                                           	        3	 24.0	
          2	Samsung S22E450                  	Samsung S22E450/22"/A-/Black                                          	        3	 22.0	
          2	Samsung S22E450                  	Samsung S22E450/22"/B/Black                                           	        1	 19.2	
          2	Samsung S24A450                  	Samsung S24A450/24"/A/Black                                           	        1	 32.0	
          2	Samsung S24A450                  	Samsung S24A450/24"/B/Black                                           	        1	 25.6	
          2	Samsung S24A450B                 	Samsung S24A450B/24"/A/Black                                          	        2	 32.0	
          2	Samsung S24A450B                 	Samsung S24A450B/24"/A-/Black                                         	        1	 30.0	
          2	Samsung S24A450B                 	Samsung S24A450B/24"/B/Black                                          	        3	 25.6	
          2	Samsung S24A450B                 	Samsung S24A450B/24"/B-/Black                                         	        2	 22.4	
          2	Samsung S24A650                  	Samsung S24A650/24"/A/Black                                           	        3	 36.0	
          2	Samsung S24C450                  	Samsung S24C450/24"/A-/Black                                          	       10	 30.0	
          2	Samsung S24C450                  	Samsung S24C450/24"/B/Black                                           	        3	 25.6	
          2	Samsung S24C450                  	Samsung S24C450/24"/A/Black                                           	       13	 32.0	
          2	Samsung S24C650BW                	Samsung S24C650BW/24"/A/Black                                         	        5	 36.0	
          2	Samsung S24C650BW                	Samsung S24C650BW/24"/A-/Black                                        	       11	 34.0	
          2	Samsung S24C650BW                	Samsung S24C650BW/24"/B-/Black                                        	        1	 25.2	
          2	Samsung S24C650DW                	Samsung S24C650DW/24"/A-/Black                                        	        1	 34.0	
          2	Samsung S24C650MW                	Samsung S24C650MW/24"/A-/Black                                        	        1	 34.0	
          2	Samsung S24E650                  	Samsung S24E650/24"/A-/Black                                          	        7	 34.0	
          2	Samsung S24E650                  	Samsung S24E650/24"/B/Black                                           	        2	 28.8	
          2	Samsung S24E650                  	Samsung S24E650/24"/A/Black                                           	        2	 36.0	
          2	Samsung S27H650FDU               	Samsung S27H650FDU/27"/B/Black                                        	        4	 52.0	
          2	SHARP PN-K321H                   	SHARP PN-K321H/32"/A/Black                                            	        1	 98.0	
          2	ViewSonic VX2453mh               	ViewSonic VX2453mh/24"/A/Black                                        	        3	 32.0	
records: 482
